"Stars","Title","Entry ID","Entry Name","Date Added","Date Modified","PDB CRYST1 a","PDB CRYST1 b","PDB CRYST1 c","PDB CRYST1 alpha","PDB CRYST1 beta","PDB CRYST1 gamma","PDB CRYST1 Space Group","PDB CRYST1 z","PDB format version","Source Path","Source File","Source File Index","entry id backup","ran protassign","prepared","prepared with version","Potential Energy-OPLS3e","RMS Derivative-OPLS3e","Max Derivative-OPLS3e","Stretch Energy-OPLS3e","Bend Energy-OPLS3e","LJ-14 Energy-OPLS3e","El-14 Energy-OPLS3e","Van der Waals Energy-OPLS3e","Electrostatic Energy-OPLS3e","Dihedral Energy-OPLS3e","target temperature","ran impref","grid version","gridbox xcent","gridbox ycent","gridbox zcent","gridbox xrange","gridbox yrange","gridbox zrange","gridbox ligxrange","gridbox ligyrange","gridbox ligzrange","grid type","receptor","Line_Number","IC50","chiral flag","version","ct enhanced stereo status","mmshare version","input","cmdline","tautomer probability","Ionization Penalty","Ionization Penalty Charging","Ionization Penalty Neutral","State Penalty","Charging Adjusted Penalty","Tot Q","Tot abs Q","flags","Force Field","Energy","Chiralities Consistent","Variant","glide gridfile","glide lignum","glide rotatable bonds","docking score","glide ligand efficiency","glide ligand efficiency sa","glide ligand efficiency ln","glide gscore","glide lipo","glide hbond","glide metal","glide rewards","glide evdw","glide ecoul","glide erotb","glide esite","glide emodel","glide energy","glide einternal","glide confnum","glide posenum","glide eff state penalty","Chemistry Notes","EZ 1"
,"40 - minimized","118","40.1","2025-11-13 15:20:28","2025-11-13 15:20:28",177.910,177.910,177.910,90.000,90.000,90.000,"P 1",1,"3.0","/home/db/Documentos/David_Hito2/Glide/docking_results/SP/1E9Z-glide-grid_40","docking_pv.maegz",1,"32",true,true,"2020-3",-22786.381,0.050,1.820,15.211,848.726,988.766,-699.173,-2199.595,-21811.639,71.324,298.000,true,88139,-26.399,5.031,0.018,25.000,25.000,25.000,10.000,10.000,10.000,"glide",true,,,,,,,"","",,,,,,,,,,"",,,"","",,,,,,,,,,,,,,,,,,,,,,"",""
,"CHEMBL4294307","119","155_CHEMBL4294307.1","2025-11-13 15:20:28","2025-11-13 15:20:28",,,,,,,"",,"","/home/db/Documentos/David_Hito2/Glide/docking_results/SP/1E9Z-glide-grid_40","docking_pv.maegz",2,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,155,22700,false,0,2,51139,"W2NIXTFbY0hdW2NIXVtjSF1jKGMxMilOKFtDSDJdW0NIXT1DKFtDSDNdKVtDSDNdKUMoPU8pL0MyPU4vW05IXUMoPU8pYzNbY0hdW2NIXWMoW2NIXVtjSF0zKU9jNFtjSF1bY0hdW2NIXVtjSF1bY0hdNA==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0000,0.0000,0.0000,0.0000,0.000,0,0,0,"OPLS3e",49.005,true,"CHEMBL4294307-1","glide-grid_40",153,7,-5.563,-0.174,-0.552,-1.246,-5.563,-2.396,0.000,0.000,-0.931,-34.095,-8.373,0.767,-0.042,-51.070,-42.467,6.012,11,72,0.000,"This compound has an imine and may undergo hydrolysis.","7_9_10_11_E"
,"386824","120","185_386824.1","2025-11-13 15:20:28","2025-11-13 15:20:28",,,,,,,"",,"","/home/db/Documentos/David_Hito2/Glide/docking_results/SP/1E9Z-glide-grid_40","docking_pv.maegz",3,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,185,18930,false,0,2,51139,"W0NIMl0xW0NIMl1bQ0hdMW4yW2NIXWMoQyg9TylbTkhdW09IXSljKD1PKWMoYzIzKVtjSF1jKEYpYyhbY0hdMylONFtDSDJdW0NIMl1OKFtDSDJdW0NIMl00KUMoPU8pYzVbY0hdW2NIXVtjSF1bY0hdW2NIXTU=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0261,0.0000,0.0261,0.0000,0.000,0,0,0,"OPLS3e",56.354,true,"386824-1","glide-grid_40",180,7,-4.840,-0.147,-0.470,-1.076,-4.840,-1.895,-0.107,0.000,-0.893,-38.524,-3.879,0.593,-0.029,-47.103,-42.403,12.970,6,342,0.000,"This compound has a N-S or N-O group and may undergo hydrolysis at high or low pH.",""
,"22353735.0","121","213_22353735.0.1","2025-11-13 15:20:28","2025-11-13 15:20:28",,,,,,,"",,"","/home/db/Documentos/David_Hito2/Glide/docking_results/SP/1E9Z-glide-grid_40","docking_pv.maegz",4,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,213,51650,false,0,2,51139,"Tz1bTitdKFtPLV0pYzFbY0hdW2NIXWMoW2NIXVtjSF0xKVtOSF1bQ0gyXWMyW2NIXVtjSF1jKENsKVtjSF1bY0hdMg==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0000,0.0000,0.0000,0.0000,0.000,0,2,0,"OPLS3e",28.861,true,"22353735.0-1","glide-grid_40",208,4,-4.567,-0.254,-0.665,-1.174,-4.567,-1.879,0.000,0.000,-1.882,-27.716,-1.282,0.771,0.000,-36.072,-28.998,1.554,6,94,0.000,"",""
,"961574.0","122","210_961574.0.1","2025-11-13 15:20:28","2025-11-13 15:20:28",,,,,,,"",,"","/home/db/Documentos/David_Hito2/Glide/docking_results/SP/1E9Z-glide-grid_40","docking_pv.maegz",5,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,210,500000,false,0,2,51139,"W0NIM11PYzFbY0hdW2NIXWMoW2NIXVtjSF0xKVtOSF1bQ0gyXWMyW2NIXVtjSF1jKENsKVtjSF1bY0hdMg==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0049,0.0000,0.0049,0.0000,0.000,0,0,0,"OPLS3e",29.988,true,"961574.0-1","glide-grid_40",205,4,-4.550,-0.268,-0.688,-1.187,-4.550,-2.206,0.000,0.000,-1.720,-26.648,-0.965,0.853,0.000,-34.826,-27.613,0.572,19,154,0.000,"",""
,"12095765.0","123","221_12095765.0.1","2025-11-13 15:20:28","2025-11-13 15:20:28",,,,,,,"",,"","/home/db/Documentos/David_Hito2/Glide/docking_results/SP/1E9Z-glide-grid_40","docking_pv.maegz",6,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,221,238700,false,0,2,51139,"Tz1bTitdKFtPLV0pYzFbY0hdW2NIXVtjSF1bY0hdYzFbQ0gyXVtOSF1jMltjSF1bY0hdYyhDbClbY0hdW2NIXTI=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0001,0.0000,0.0001,0.0000,0.000,0,2,0,"OPLS3e",33.102,true,"12095765.0-1","glide-grid_40",216,4,-4.508,-0.250,-0.656,-1.159,-4.508,-2.046,0.000,0.000,-1.777,-28.823,0.045,0.771,-0.022,-35.472,-28.777,2.472,13,185,0.000,"",""
,"15533938.0","124","54_15533938.0.1","2025-11-13 15:20:28","2025-11-13 15:20:28",,,,,,,"",,"","/home/db/Documentos/David_Hito2/Glide/docking_results/SP/1E9Z-glide-grid_40","docking_pv.maegz",7,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,54,3867000,true,0,2,51139,"W0NIM11PYzFbY0hdW2NIXWMoW2NIXVtjSF0xKVtDQEhdKFtDSDJdTzIpW0NASF0oW09IXSljKGMyMylbY0hdW2NIXWMoW2NIXTMpT1tDSDNd","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0000,0.0000,0.0000,0.0000,0.000,0,0,0,"OPLS3e",32.166,true,"15533938.0-1","glide-grid_40",54,4,-4.501,-0.214,-0.591,-1.113,-4.501,-1.451,0.000,0.000,-1.457,-27.465,-2.942,0.221,0.000,-37.882,-30.407,1.939,6,206,0.000,"",""
,"386824","125","185_386824.1","2025-11-13 15:20:28","2025-11-13 15:20:28",,,,,,,"",,"","/home/db/Documentos/David_Hito2/Glide/docking_results/SP/1E9Z-glide-grid_40","docking_pv.maegz",8,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,185,18930,false,0,2,51139,"W0NIMl0xW0NIMl1bQ0hdMW4yW2NIXWMoQyg9TylbTkhdW09IXSljKD1PKWMoYzIzKVtjSF1jKEYpYyhbY0hdMylONFtDSDJdW0NIMl1OKFtDSDJdW0NIMl00KUMoPU8pYzVbY0hdW2NIXVtjSF1bY0hdW2NIXTU=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0261,0.0000,0.0261,0.0000,0.000,0,0,0,"OPLS3e",56.354,true,"386824-1","glide-grid_40",180,7,-4.455,-0.135,-0.433,-0.991,-4.455,-1.637,-0.320,0.000,-0.746,-29.364,-5.516,0.593,-0.050,-42.827,-34.880,4.774,113,377,0.000,"This compound has a N-S or N-O group and may undergo hydrolysis at high or low pH.",""
,"CHEMBL4294307","126","155_CHEMBL4294307.1","2025-11-13 15:20:28","2025-11-13 15:20:28",,,,,,,"",,"","/home/db/Documentos/David_Hito2/Glide/docking_results/SP/1E9Z-glide-grid_40","docking_pv.maegz",9,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,155,22700,false,0,2,51139,"W2NIXTFbY0hdW2NIXVtjSF1jKGMxMilOKFtDSDJdW0NIXT1DKFtDSDNdKVtDSDNdKUMoPU8pL0MyPU4vW05IXUMoPU8pYzNbY0hdW2NIXWMoW2NIXVtjSF0zKU9jNFtjSF1bY0hdW2NIXVtjSF1bY0hdNA==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0000,0.0000,0.0000,0.0000,0.000,0,0,0,"OPLS3e",49.005,true,"CHEMBL4294307-1","glide-grid_40",153,7,-4.386,-0.137,-0.435,-0.982,-4.386,-1.633,0.000,0.000,-0.556,-30.699,-9.320,0.767,-0.031,-46.656,-40.019,5.029,17,10,0.000,"This compound has an imine and may undergo hydrolysis.","7_9_10_11_E"
,"386824","127","185_386824.1","2025-11-13 15:20:28","2025-11-13 15:20:28",,,,,,,"",,"","/home/db/Documentos/David_Hito2/Glide/docking_results/SP/1E9Z-glide-grid_40","docking_pv.maegz",10,"",,,"",,,,,,,,,,,,,,,,,,,,,,,"",,185,18930,false,0,2,51139,"W0NIMl0xW0NIMl1bQ0hdMW4yW2NIXWMoQyg9TylbTkhdW09IXSljKD1PKWMoYzIzKVtjSF1jKEYpYyhbY0hdMylONFtDSDJdW0NIMl1OKFtDSDJdW0NIMl00KUMoPU8pYzVbY0hdW2NIXVtjSF1bY0hdW2NIXTU=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMC4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0261,0.0000,0.0261,0.0000,0.000,0,0,0,"OPLS3e",56.354,true,"386824-1","glide-grid_40",180,7,-4.369,-0.132,-0.425,-0.972,-4.369,-1.651,-0.320,0.000,-0.728,-29.737,-4.824,0.593,-0.052,-38.995,-34.561,11.395,113,127,0.000,"This compound has a N-S or N-O group and may undergo hydrolysis at high or low pH.",""
